filename,Offset-raw,fullSent
P1A-093_Motorbikes,unless,and unless you come down here i won't see you
P1A-093_Motorbikes,or,or he 's got it or what
P1A-093_Motorbikes,or,or he 's got it or what
P1A-093_Motorbikes,or,or are you definitely going
P1A-093_Motorbikes,before,so top up before you go
P1A-093_Motorbikes,before,so top up before you go
P1A-093_Motorbikes,before,make sure the bike 's in proper working order before i do like
P1A-094_Health,so,so like i like uh never got a bit a bit of peace on monday when i was up home or at the weekend
P1A-094_Health,so,and well he hasn't even been in since the stroke uh which a couple of years back so uhm
P1A-094_Health,so,uh so uh it 's uh they say almost back to normal now
P1A-094_Health,so,"so touch wood uhm, that 'll that 'll all go according to plan like you know"
P1A-094_Health,so,so then when i came she was there
P1A-094_Health,so,oh so it 's next week you 're going back
P1A-094_Health,so,i 've already had a meeting uhm an update meeting so the place hasn't burnt down or anything
P1A-094_Health,so,i 've already had a meeting uhm an update meeting so the place hasn't burnt down or anything
P1A-094_Health,so,so we 're down for lee 's wedding this weekend
P1A-094_Health,so,and uhm so the babysitter 's going to mind lisa then when you 're down there
P1A-094_Health,so,so mike and i 'll take it in turns for the friday and the sunday
P1A-094_Health,so,"and uh so that give a chance uh mike a chance to ring lee and tell him how tired he is, weighed down not joking you"
P1A-094_Health,so,so yeah
P1A-094_Health,so,"so that 's that, no that 's this year over like"
P1A-094_Health,when,so like i like uh never got a bit a bit of peace on monday when i was up home or at the weekend
P1A-094_Health,when,but he 's he was in good form when i left you know
P1A-094_Health,when,so then when i came she was there
P1A-094_Health,when,and uhm so the babysitter 's going to mind lisa then when you 're down there
P1A-094_Health,when,i know exactly how it is cos when you 're under stress all you can think of is getting stuff done like
P1A-094_Health,then,sorry decided to give you a ring then
P1A-094_Health,then,and then you just came out
P1A-094_Health,then,then lisa has been taken away by the baby 2 sylls and was screeching the place down like
P1A-094_Health,then,so then when i came she was there
P1A-094_Health,then,and then nobody 's resigned so that 's also a good sign
P1A-094_Health,and,and they 're going to give him he has a clot in his leg which is uh below the knee
P1A-094_Health,and,and they 're going to give him he has a clot in his leg which is uh below the knee
P1A-094_Health,and,and they 're going to give him he has a clot in his leg which is uh below the knee
P1A-094_Health,and,and they 're going to give him he has a clot in his leg which is uh below the knee
P1A-094_Health,and,you know when somebody looks really really frail and you might say he looked grey like
P1A-094_Health,and,you know when somebody looks really really frail and you might say he looked grey like
P1A-094_Health,and,and uhm
P1A-094_Health,and,and uhm
P1A-094_Health,and,and uhm
P1A-094_Health,and,and if he 's got he definitely needs dialysis quite soon
P1A-094_Health,and,and then you just came out
P1A-094_Health,and,and then you just came out
P1A-094_Health,and,"and she was howling, so she was"
P1A-094_Health,and,and i leave her in tomorrow for a couple of hours just to get her used to it
P1A-094_Health,and,and she 's just like massive compared to her
P1A-094_Health,and,and there 's just a lot of budget cuts uhm which is to be expected uh
P1A-094_Health,and,and there 's just a lot of budget cuts uhm which is to be expected uh
P1A-094_Health,and,so mike and i 'll take it in turns for the friday and the sunday
P1A-094_Health,and,and i remember uh
P1A-094_Health,and,and you was there
P1A-094_Health,and,and you was there
P1A-094_Health,but,but uh yeah
P1A-094_Health,but,but uh yeah
P1A-094_Health,but,but uh
P1A-094_Health,but,but i think she was like going berserk like
P1A-094_Health,but,but uh
P1A-094_Health,but,but uh
P1A-094_Health,but,but uh
P1A-094_Health,but,but youse were like that as well i mean weren't you
P1A-094_Health,but,but i was really pleased to see you
P1A-094_Health,but,but i was really pleased to see you
P1A-094_Health,because,he was uh he was a bit upset on uh uhm first day the friday because he was shaking as well
P1A-094_Health,or,"and have they, have they got rid of the clot or what"
P1A-094_Health,until,you know his health 's not the best until he goes on dialysis which 3 sylls these recurring effects 3 sylls
P1A-094_Health,if,and if he 's got he definitely needs dialysis quite soon
P1A-094_Health,if,well maybe if you were indoors all day
P1A-094_Health,before,she was supposed to have a whole week this week before she goes in next week
P1A-095_Strep_infection,later,he 's coming out later on and watch teachers
P1A-095_Strep_infection,but,"but the series is over, on living"
P1A-095_Strep_infection,but,"but at the end of the day sorcha it makes sense now what man, twenty odd years married, you know would why would he need to be on his own exactly"
P1A-095_Strep_infection,but,but it wouldn't matter if she did in lurgan
P1A-095_Strep_infection,but,but she is to me on the phone
P1A-095_Strep_infection,but,aye but
P1A-095_Strep_infection,but,but uh
P1A-095_Strep_infection,but,she 's already married to an american guy but this is their white wedding
P1A-095_Strep_infection,but,but i don't remember any of them being taken
P1A-095_Strep_infection,but,but they really do have the best machine in belfast
P1A-095_Strep_infection,but,but you can get them to paper
P1A-095_Strep_infection,but,but it probably cost extra for uhm
P1A-095_Strep_infection,so,so it was double bill last week
P1A-095_Strep_infection,so,so it was double bill last week
P1A-095_Strep_infection,so,so i don't know
P1A-095_Strep_infection,so,"so i think he must be having a, an announcement or something"
P1A-095_Strep_infection,so,so i don't know
P1A-095_Strep_infection,so,so that 's a bit of scandal 2 sylls
P1A-095_Strep_infection,so,so it 's not really that major
P1A-095_Strep_infection,so,so it 's on hold
P1A-095_Strep_infection,so,so i 've got i 've got loads to do i 'm flat out at work
P1A-095_Strep_infection,then,and then the teachers and then a video couple of bottles of wine and
P1A-095_Strep_infection,then,and then the teachers and then a video couple of bottles of wine and
P1A-095_Strep_infection,then,jennifer told mummy and emma and then they 'd found out independently that the husband 'd another woman
P1A-095_Strep_infection,then,and then people in her staff talking about
P1A-095_Strep_infection,then,oh then you have to be there
P1A-095_Strep_infection,then,you could be doing with them keys then couldn't you
P1A-095_Strep_infection,then,she 's only staying for one night and then going back to going down to armagh cos
P1A-095_Strep_infection,then,and then we went out for lunch and stuffed ourselves
P1A-095_Strep_infection,until,so i didn't come back here now until it was after six before i got sitting down and having a spliff
P1A-095_Strep_infection,before,so i didn't come back here now until it was after six before i got sitting down and having a spliff
P1A-095_Strep_infection,and,just me and don
P1A-095_Strep_infection,and,jennifer told mummy and emma and then they 'd found out independently that the husband 'd another woman
P1A-095_Strep_infection,and,and he 's sweating
P1A-095_Strep_infection,and,and he 's sweating
P1A-095_Strep_infection,and,and he 's sweating
P1A-095_Strep_infection,and,and this has just knocked him for six like
P1A-095_Strep_infection,and,"exactly, 2 sylls coming uh a long day at slane and, you you know run down and stressed and that 's when you get things like that"
P1A-095_Strep_infection,and,and then people in her staff talking about
P1A-095_Strep_infection,and,and he 's like what
P1A-095_Strep_infection,and,and he 's like what
P1A-095_Strep_infection,and,sat down and was talking to him
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and she 's staying with me her and andrew
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and uh
P1A-095_Strep_infection,and,and we 'll clean tomorrow night but
P1A-095_Strep_infection,and,well they 're not that bad because i think i cleaned them this time last year and took the whole fucking kitchen apart
P1A-095_Strep_infection,if,but it wouldn't matter if she did in lurgan
P1A-095_Strep_infection,if,i know it would 've been better if he had 've just buggered off back to belfast
P1A-095_Strep_infection,if,even if it 's not gossiping people are talking about it
P1A-095_Strep_infection,if,she can't have children if he loved her they could adopt if he really wanted children of his own they 5 sylls
P1A-095_Strep_infection,if,she can't have children if he loved her they could adopt if he really wanted children of his own they 5 sylls
P1A-095_Strep_infection,if,fucking hell if he really wanted children he could 've had them long ago
P1A-095_Strep_infection,or,and is this woman single or has she left her family
P1A-095_Strep_infection,when,conor and estelle especially estelle 2 sylls they told me when i was over the last time and
P1A-095_Strep_infection,when,"and, when youse didn't know they were being taken you know"
P1A-095_Strep_infection,when,had to clean it when i moved in
P1A-095_Strep_infection,instead,well why don't you get friday off instead
P1A-095_Strep_infection,once,"it 's not so much that the, once the negatives are exposed"
P1A-095_Strep_infection,as,yeah seeing as you have it
P1A-095_Strep_infection,while,"exactly must get some pills actually while i, think of them"
P1A-095_Strep_infection,because,well they 're not that bad because i think i cleaned them this time last year and took the whole fucking kitchen apart
P1A-096_Sisters_1,and,and i 'm
P1A-096_Sisters_1,and,and i hate myself for it
P1A-096_Sisters_1,and,and i hate myself for it
P1A-096_Sisters_1,and,and i hate myself for it
P1A-096_Sisters_1,and,and i hate myself for it
P1A-096_Sisters_1,and,and i hate myself for it
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,and,and
P1A-096_Sisters_1,but,but she had already made an arrangement the girl next door who who was to be babysitting for someone else
P1A-096_Sisters_1,but,but she was fine
P1A-096_Sisters_1,but,but i 'm not in the humour for any aggravation
P1A-096_Sisters_1,but,"but he, she said he 's kind of if she goes to the toilet he follows her to the toilet he 's real seems to be really clingy you know"
P1A-096_Sisters_1,but,"but she had meanwhile this plan to go out with this other fella that she 's friends with, who lives around here that it 's not a romance"
P1A-096_Sisters_1,but,"but she had meanwhile this plan to go out with this other fella that she 's friends with, who lives around here that it 's not a romance"
P1A-096_Sisters_1,but,"but having cancelled the first fella she couldn't contact the second fella and i was smirking to myself thinking, ha fall between two stools dearie"
P1A-096_Sisters_1,but,"but having cancelled the first fella she couldn't contact the second fella and i was smirking to myself thinking, ha fall between two stools dearie"
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,but,but
P1A-096_Sisters_1,so,so she didn't really need
P1A-096_Sisters_1,so,"so she said no, that she was going to go just go up and stay with mike"
P1A-096_Sisters_1,so,so she 's off to county louth for the night
P1A-096_Sisters_1,so,so she
P1A-096_Sisters_1,so,so i don't know what 'll become of that
P1A-096_Sisters_1,so,"so i don't know what, to make of it you know"
P1A-096_Sisters_1,so,so
P1A-096_Sisters_1,so,so
P1A-096_Sisters_1,so,so
P1A-096_Sisters_1,so,so
P1A-096_Sisters_1,so,so
P1A-096_Sisters_1,so,so
P1A-096_Sisters_1,if,"but he, she said he 's kind of if she goes to the toilet he follows her to the toilet he 's real seems to be really clingy you know"
P1A-096_Sisters_1,if,"she doesn't, he doesn't make her feel sick but if he keeps this up"
P1A-096_Sisters_1,if,"but he had gone up to this school in knocknacarra where if you hang around outside, you 'll get you 'll buy it now"
P1A-096_Sisters_1,meanwhile,"but she had meanwhile this plan to go out with this other fella that she 's friends with, who lives around here that it 's not a romance"
P1A-096_Sisters_1,meanwhile,"not a hope, but meanwhile will you meet me on tuesday"
P1A-096_Sisters_1,then,so she said oh i 'm sure you 'll find someone but then
P1A-096_Sisters_1,then,"so she, kind of cutely enough, kind of rang back to apologise but then sort of talked her into another engagement on tuesday"
P1A-096_Sisters_1,then,let it out to mike lara 's a great one for finding these things out and then kind of saying i 'll tell on you
P1A-096_Sisters_1,then,"and then he, kept saying when are you going to let me"
P1A-096_Sisters_1,when,and she was calling him her christmas angel when i was up
P1A-096_Sisters_1,when,so yesterday when he he came back he said what were you saying to me about john
P1A-096_Sisters_1,because,"kind of, she came up here this morning with with con, because jennie wanted, was with your man"
P1A-096_Sisters_1,because,"and i said i 'm not even going to bother ringing him because i you, know i feel he looks on me as old granny"
P1A-096_Sisters_1,as,so that night danny was going up to stay in john 's and as he was getting out of the car i said i heard about that incident with the with the dope
P1A-097_Sisters_2,and,"yeah and the night that this 'd happened he had brought, the, one of the fellas back to stay in mike 's house"
P1A-097_Sisters_2,and,and i don't think he
P1A-097_Sisters_2,and,and i said you are in your bum going into town to get your ear pierced
P1A-097_Sisters_2,and,and i said you are in your bum going into town to get your ear pierced
P1A-097_Sisters_2,and,and i said you are in your bum going into town to get your ear pierced
P1A-097_Sisters_2,and,and ben
P1A-097_Sisters_2,and,and ben
P1A-097_Sisters_2,and,and ben
P1A-097_Sisters_2,and,and he 's going to say no
P1A-097_Sisters_2,and,and he 's going to say no
P1A-097_Sisters_2,and,and he said he was sorry and all that
P1A-097_Sisters_2,and,and he said he was sorry and all that
P1A-097_Sisters_2,and,and he said he was sorry and all that
P1A-097_Sisters_2,and,and boy would he not like to be taken for a gay
P1A-097_Sisters_2,and,but real aggressive then this morning he and then he starts saying to me uhm
P1A-097_Sisters_2,and,but real aggressive then this morning he and then he starts saying to me uhm
P1A-097_Sisters_2,and,but real aggressive then this morning he and then he starts saying to me uhm
P1A-097_Sisters_2,and,"and i said no, you 've enough money"
P1A-097_Sisters_2,and,and he 's permanently wants to have baths
P1A-097_Sisters_2,and,and he 's permanently wants to have baths
P1A-097_Sisters_2,and,and i said no
P1A-097_Sisters_2,and,and and i certainly would worry about you know
P1A-097_Sisters_2,and,and and i certainly would worry about you know
P1A-097_Sisters_2,and,and he 's going to say no
P1A-097_Sisters_2,and,and he 's going to say no
P1A-097_Sisters_2,and,and he 's going to say no
P1A-097_Sisters_2,and,and ben
P1A-097_Sisters_2,and,and
P1A-097_Sisters_2,and,and
P1A-097_Sisters_2,and,and
P1A-097_Sisters_2,and,and
P1A-097_Sisters_2,so,so he was not at all amused
P1A-097_Sisters_2,so,so he was not at all amused
P1A-097_Sisters_2,so,"so anyway i, then he wanted to talk to me"
P1A-097_Sisters_2,so,"so anyway i, then he wanted to talk to me"
P1A-097_Sisters_2,so,"so anyway i, then he wanted to talk to me"
P1A-097_Sisters_2,when,i mean it 's too dangerous when you look at the likes of bobby nelson
P1A-097_Sisters_2,when,now when you turn on the water for a bath the radiators have to go off and everyone is fucking freezing
P1A-097_Sisters_2,when,"and i know the day is going to come when i 'm going to say you know, do something or go upstairs or do you know"
P1A-097_Sisters_2,when,i remember actually when i was in the hospital a woman in the next bed having it
P1A-097_Sisters_2,when,but i 'm sure it 'll be good when it 's done
P1A-097_Sisters_2,when,"when it gets to where it doesn't feel, right"
P1A-097_Sisters_2,when,when skirts feel tight and that you feel well maybe now for the new year
P1A-097_Sisters_2,then,then he announced yesterday he said i 'm going into town to get my ear pierced
P1A-097_Sisters_2,then,and then you 'll think what the hell do you do then
P1A-097_Sisters_2,then,"so anyway i, then he wanted to talk to me"
P1A-097_Sisters_2,then,but real aggressive then this morning he and then he starts saying to me uhm
P1A-097_Sisters_2,then,then he marched into me today saying can i have my pocket money like he gets
P1A-097_Sisters_2,then,and then what do you do
P1A-097_Sisters_2,or,or you 'll get aids or something
P1A-097_Sisters_2,or,or he might even go on to the leaving cert
P1A-097_Sisters_2,or,"and i know the day is going to come when i 'm going to say you know, do something or go upstairs or do you know"
P1A-097_Sisters_2,or,"and i know the day is going to come when i 'm going to say you know, do something or go upstairs or do you know"
P1A-097_Sisters_2,or,or i imagine she 'd have given a call you know that
P1A-097_Sisters_2,but,"but, you know you have to be careful and that"
P1A-097_Sisters_2,but,but it has happened now
P1A-097_Sisters_2,but,but
P1A-097_Sisters_2,but,but
P1A-097_Sisters_2,if,if it 's the right one you 're gay
P1A-097_Sisters_2,if,if it was one you were gay
P1A-097_Sisters_2,if,"sure he 'll only be fifteen in july when he 'll certainly, but just kind of, even if he kind of went off the rails a bit then and got back, before the leaving like there 's after the junior cert"
P1A-097_Sisters_2,if,arthur 's great for kind of saying we 'll go for a walk cos if it was left to me
P1A-097_Sisters_2,because,and that you kind of avoid that because once he realises he can say no and get away with it
P1A-097_Sisters_2,once,and that you kind of avoid that because once he realises he can say no and get away with it
P1A-098_Bad_weather,and,"i 've still got eamon downey 's as well, and his birthday"
P1A-098_Bad_weather,and,and it 's fucking minging i really would
P1A-098_Bad_weather,and,and
P1A-098_Bad_weather,and,and
P1A-098_Bad_weather,and,and
P1A-098_Bad_weather,and,and
P1A-098_Bad_weather,and,and
P1A-098_Bad_weather,and,and
P1A-098_Bad_weather,and,and
P1A-098_Bad_weather,so,so i was in there and uhm
P1A-098_Bad_weather,so,"so when he talks about working hard all week, it clearly means that you kept him up all night all week"
P1A-098_Bad_weather,so,so
P1A-098_Bad_weather,so,so
P1A-098_Bad_weather,so,so
P1A-098_Bad_weather,so,so
P1A-098_Bad_weather,so,so
P1A-098_Bad_weather,when,"so when he talks about working hard all week, it clearly means that you kept him up all night all week"
P1A-098_Bad_weather,when,pizza pizza 's always good when you don't know what you want
P1A-098_Bad_weather,then,3 sylls aye just came in and stayed in then and went out to work then
P1A-098_Bad_weather,then,3 sylls aye just came in and stayed in then and went out to work then
P1A-098_Bad_weather,then,"i 've been having, well darren was round on sunday and monday and then"
P1A-098_Bad_weather,then,"geoff was round on tuesday, and then i went out for a meal with luke last night"
P1A-098_Bad_weather,then,"and then i stuffed peppers with uh, mushrooms and onions and and chorizo sausages, with chilli sauce"
P1A-098_Bad_weather,then,but then i have to be back in belfast for ten in the morning
P1A-098_Bad_weather,then,then i 'd probably end up working that saturday and sunday maybe or saturday
P1A-098_Bad_weather,then,and then i 'm off to brussels on the eighth or the eleventh of december
P1A-098_Bad_weather,if,"well if as me and mary were saying if we go out, it 'll make yourself go somewhere like lavery 's or the empire because, you couldn't be bothered queuing outside a nice bar tonight like"
P1A-098_Bad_weather,if,but uhm if you were in belfast
P1A-098_Bad_weather,if,"so i mean if it 's a case that i am off, say the monday tuesday of that week i 'd want to come up and help you like"
P1A-098_Bad_weather,if,i might be off the the two days at the start of the week if i am off anyway any of those couple of days
P1A-098_Bad_weather,if,"aye and come here if somebody else, comes up and it 's a definite to do it, uh take them"
P1A-098_Bad_weather,because,"well if as me and mary were saying if we go out, it 'll make yourself go somewhere like lavery 's or the empire because, you couldn't be bothered queuing outside a nice bar tonight like"
P1A-098_Bad_weather,because,"but uhm i would need an extra pair of hands now because, uh you was quite ambiguous whether you 'd be able to work or not, uhm"
P1A-098_Bad_weather,because,i mean because i won't know until next week
P1A-098_Bad_weather,because,"oh nothing because you you, you can't actually do anything"
P1A-098_Bad_weather,once,"and, so i don't really like being, out sitting in the house on my own, cos once you get out there, it 's it 's a case of you 're stuck there for the night you wouldn't even go to the shop"
P1A-098_Bad_weather,but,but it 's only nine quid for a three course meal
P1A-098_Bad_weather,but,"it was just too much though it was lovely but, just ate so much like"
P1A-098_Bad_weather,but,but well i haven't eaten
P1A-098_Bad_weather,but,"but there has to be a bit of meat for me to digest the, lettuce, carrots, and a bit of pasta that i take like exactly"
P1A-098_Bad_weather,but,"but, do you know the way it was pissing down, what day was it"
P1A-098_Bad_weather,but,but i 'm
P1A-098_Bad_weather,but,but the thing is i
P1A-098_Bad_weather,but,but after that that might be changed
P1A-098_Bad_weather,but,but i i don't know if i 'll be doing them for the first two weeks
P1A-098_Bad_weather,but,but i i don't know if i 'll be doing them for the first two weeks
P1A-098_Bad_weather,but,but then i have to be back in belfast for ten in the morning
P1A-098_Bad_weather,but,"and she 's in the office doing admin work, but i think there 's the possibility"
P1A-098_Bad_weather,though,"it was just too much though it was lovely but, just ate so much like"
P1A-098_Bad_weather,as,i mean i 'd be coming up to seanie anyway seeing as i have to work the weekend
P1A-098_Bad_weather,however,however the shop won't be closed
P1A-099_Dresses,and,i made sandwiches and we 're having tea
P1A-099_Dresses,and,and i 've nothing to wear like at all like
P1A-099_Dresses,and,and i 'm like
P1A-099_Dresses,and,"well i got it off pauline, and she bought it for herself, and then i bought it off her"
P1A-099_Dresses,and,"well i got it off pauline, and she bought it for herself, and then i bought it off her"
P1A-099_Dresses,and,"well i got it off pauline, and she bought it for herself, and then i bought it off her"
P1A-099_Dresses,and,and uh
P1A-099_Dresses,and,and uh
P1A-099_Dresses,and,and uh
P1A-099_Dresses,and,and uh
P1A-099_Dresses,and,and apparently he 's turned off his phone because people keep ringing him
P1A-099_Dresses,and,and besides i don't want to ring martin
P1A-099_Dresses,and,and uh
P1A-099_Dresses,and,"and i was like, no"
P1A-099_Dresses,and,and i was like make sure you ring hilary
P1A-099_Dresses,and,and i was like i can't 2 sylls
P1A-099_Dresses,if,you can borrow something belonging to me if you want to
P1A-099_Dresses,if,if i wore four inches would it work
P1A-099_Dresses,if,it 's not it 's uhm charles as well and that i think that 's including fintan if we can get him to come
P1A-099_Dresses,if,"i 'd say like if you knew one of the guys who were collecting the tickets, give them the sixty quid, sure they 'd let him in"
P1A-099_Dresses,if,if i 'm going to declan 's as well
P1A-099_Dresses,if,"ah not if you 're going to declan 's as well, which is like only in like ten weeks or something"
P1A-099_Dresses,then,"well i got it off pauline, and she bought it for herself, and then i bought it off her"
P1A-099_Dresses,then,and then i just
P1A-099_Dresses,then,and then if we can get declan neill and them to come on
P1A-099_Dresses,then,but then we were thinking she might think it was a bit bad
P1A-099_Dresses,but,but on me it 's like a long skirt
P1A-099_Dresses,but,but i don't know what to wear with it
P1A-099_Dresses,but,but we probably won't be able to
P1A-099_Dresses,but,but we didn't get yours
P1A-099_Dresses,but,but i 'm
P1A-099_Dresses,but,but then we were thinking she might think it was a bit bad
P1A-099_Dresses,but,but we feel a bit bad
P1A-099_Dresses,because,and apparently he 's turned off his phone because people keep ringing him
P1A-099_Dresses,because,well we we don't know what to do because we 're invited to sarah 's as well on the same night
P1A-099_Dresses,besides,and besides i don't want to ring martin
P1A-099_Dresses,so,so
P1A-099_Dresses,after,actually right after uhm i put down the phone to you
P1A-100_College_plans,and,"my plan is to become popular by uhm being really good at cooking and making them all dependent on me, kind of like a drug dealer, and then they 'll need me"
P1A-100_College_plans,and,"it 's better than a lot of places uhm you 'd share, everybody has their own room and you have the room for three years which most places only give it to you for one or two years"
P1A-100_College_plans,and,and it 's okay
P1A-100_College_plans,and,and it 's okay
P1A-100_College_plans,and,"it looks pretty good and you can kind of, it 's handy like you can choose between cooking for yourself and going down to the canteen and in a lot of other places you have to decide at the start of term which you want to do and you 're stuck with that for the rest of the term"
P1A-100_College_plans,and,"it looks pretty good and you can kind of, it 's handy like you can choose between cooking for yourself and going down to the canteen and in a lot of other places you have to decide at the start of term which you want to do and you 're stuck with that for the rest of the term"
P1A-100_College_plans,and,"it looks pretty good and you can kind of, it 's handy like you can choose between cooking for yourself and going down to the canteen and in a lot of other places you have to decide at the start of term which you want to do and you 're stuck with that for the rest of the term"
P1A-100_College_plans,and,"and it 's kind of first come first served so, fingers crossed for me"
P1A-100_College_plans,and,"so, so hopefully just the three people are alright and they 're not"
P1A-100_College_plans,and,and she was over from ireland
P1A-100_College_plans,and,and she was over from ireland
P1A-100_College_plans,and,"but the worst thing is, imagine if you appealed and then the result came back worse"
P1A-100_College_plans,and,that 's horrible but they only did did that to like eight people and they upgraded a few thousand i think so
P1A-100_College_plans,and,and then if you ask to be put up to the contact lens department they put you on hold again
P1A-100_College_plans,and,"and every few seconds it 's interrupted by, welcome to specsavers"
